CPU Name,CPU Amount,CPU Warranty,RAM Name,RAM Amount,RAM Warranty,Main Name,Main Amount,Main Warranty,Storage Name,Storage Amount,Storage Warranty,GPU Name,GPU Amount,GPU Warranty,Case Name,Case Amount,Case Warranty,Cooler Name,Cooler Amount,Cooler Warranty,Price,Link,CPU Spec
CPU Intel Core i7-12700F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB1/16/KF432C16BB/16) 16GB (1x16GB) DDR4 3200Mhz,1,36.0,Mainboard ASROCK B660M PRO RS,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình Asus DUAL RTX 3050-O8G-V2,1,36.0,,0,0.0,VITRA CERES V305-M 3FRGB BLACK (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,18899000,https://hacom.vn/pc-hacom-designer-d128-i7-12700f-b660-16gb-ram-500gb-ssd-rtx-3050-550w, i7-12700F
"Tên bộ vi xử lý
 
Intel® Core™ i7-12700 Processor",1.0,36.0,"Bộ nhớ đệm
 
25MB Intel® Smart Cache
 ['\nBộ nhớ trong (RAM)\n']",1,36.0,,0,0.0,"Khả năng nâng cấp
 
4 slots
 ['\nỔ cứng\xa0\n']",1,36.0,"Khe cắm thẻ nhớ
 
SD Card Reader",1,36.0,,0,0.0,,0,0.0,23499000,https://hacom.vn/pc-hp-elitedesk-800-g9-sff-i7-12700-8gb-ram-512gb-ssd-dvdrw-wl-bt-k-m-win-11-pro-6m7q4pa,™ i7-12700 Processor
Chip: Intel Core i5-10210U,1.0,36.0,RAM: chưa có,1,36.0,,0,0.0,Ổ cứng: chưa có,1,36.0,,0,0.0,,0,0.0,,0,0.0,7999000,https://hacom.vn/pc-mini-msi-cubi-b183-i5-10120u-barebone-wl-bt-no-os-cubi510m-091bvn-b51021uxx, i5-10210U
Dòng CPU Core i3,1.0,12.0,Chipset   ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics,1,12.0,Kiểu dáng Case mini,1,12.0,,0,0.0,9899000,https://hacom.vn/pc-hp-pro-mini-260-g9-9h092pt-i3-1315u-8gb-ram-256gb-ssd-wl-bt-k-m-win11, i3
"Bộ vi xử lý
 
Apple M2 8-core CPU with 4 performance cores and 4 efficiency cores; 10-core GPU",1.0,12.0,,0,0.0,,0,0.0,"Ổ cứng
 
512GB SSD",1,12.0,"Bộ vi xử lý
 
Apple M2 8-core CPU with 4 performance cores and 4 efficiency cores; 10-core GPU",1,12.0,,0,0.0,,0,0.0,24999000,https://hacom.vn/apple-mac-mini-z16k0005y-apple-m2-8c-cpu-10c-gpu-16g-ram-512gb-ssd-mac-os-bac,"Bộ vi xử lý
 
Apple M2 8-core CPU with 4 performance cores and 4 efficiency cores; 10-core GPU"
Mã CPU Core i7 12700,1.0,36.0,Dung lượng RAM 16GB Hynix_DDR5 4800 MHz,1,36.0,,0,0.0,Dung lượng ổ cứng 512GB SSD PCIE Gen4/ 512G M.2 2280,1,36.0,Card đồ họa VGA onboard,1,36.0,,0,0.0,,0,0.0,29999000,https://hacom.vn/may-tram-asus-e500g9-12700029z-i7-12700-16gd5-512gb-pcie-2-intel-lan-w680-550w-kb-m-nos-den, i7 12700
CPU Intel Core i7-12700F,1.0,36.0,Mainboard Gigabyte B660M AORUS PRO DDR4,1,36.0,Mainboard Gigabyte B660M AORUS PRO DDR4,1,36.0,SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s),1,36.0,Card màn hình Gigabyte RTX 3060 VISION OC 12GD-V2,1,36.0,Case  Gaming Hawk F1 WHITE,1,0.0,TẢN NHIỆT KHÍ JONSBO PISA A5 White,1,12.0,26099000,https://hacom.vn/hacom-apollo-i7-12700f-rtx-3060-1, i7-12700F
CPU: Intel Core i7-12700,1.0,36.0,Ram: 16GB,1,36.0,,0,0.0,Ổ cứng: 256GB SSD + 1TB HDD,1,36.0,,0,0.0,,0,0.0,,0,0.0,31599000,https://hacom.vn/workstation-dell-precision-3660-tower-i7-12700-16gb-ram-256gb-ssd-1tb-dvdrw-k-m-300w-psu-ubuntu-71010147, i7-12700
CPU Intel Core i5-13400F,1.0,36.0,Mainboard MSI PRO B760M-A WIFI DDR4,1,36.0,Mainboard MSI PRO B760M-A WIFI DDR4,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình MSI RTX 4060 VENTUS 2X BLACK 8G OC,1,36.0,Vỏ case MSI MAG FORGE 120A AIRFLOW (Mid Tower/Màu Đen/Kèm 6 fan ARGB),1,12.0,Vỏ case MSI MAG FORGE 120A AIRFLOW (Mid Tower/Màu Đen/Kèm 6 fan ARGB),1,12.0,23099000,https://hacom.vn/hacom-sniper-s4-i5-13400f-rtx-4060, i5-13400F
CPU Intel Core i5-13400F (Tray),1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BBK2/16) 16GB (2x8GB) DDR4 3200Mhz,1,36.0,Mainboard ASUS TUF GAMING B760M-PLUS D4,1,36.0,"Ổ cứng SSD MSI SPATIUM M450 500GB NVMe M.2 2280 PCIe Gen 4 x 4 (Đọc 3600MB/s, Ghi 2300MB/s)",1,60.0,Card màn hình Asus DUAL RTX 3050-O8G-V2,1,36.0,Vỏ case KENOO ESPORT AF13 - 3F Black   (Mid Tower / Màu Đen ),1,0.0,Tản Nhiệt Khí Jonsbo CR-1000 EVO ARGB Black,1,12.0,20099000,https://hacom.vn/hacom-sniper-s16-i5-13400f-rtx-3050, i5-13400F (Tray)
CPU: Intel Xeon W3-2423,1.0,36.0,Ram: 1x 16GB,1,36.0,,0,0.0,Ổ cứng: 512GB SSD + 1TB HDD,1,36.0,,0,0.0,,0,0.0,,0,0.0,67199000,https://hacom.vn/workstation-dell-precision-5860-tower-xeon-w3-2423-16gb-ram-512gb-ssd-1tb-hdd-dvdrw-nvidia-t1000-8-gb-k-m-windows-11-pro-42pt586001,CPU: Intel Xeon W3-2423
"Chíp xử lý 
Intel Core i7-12700 (lên đến 4.9 GHz với Intel Turbo Boost Technology, 25 MB L3 cache, 12 cores, 20 threads)",1.0,12.0,"Bộ nhớ Ram 
8GB DDR4 3200MHz (1 x 8GB), 2 khe cắm Ram",1,12.0,,0,0.0,"Ổ đĩa cứng 
256GB SSD PCIe NVMe (x1 HDD 3.5"" Sata 3)",1,12.0,"Card đồ họa 
Intel UHD Graphics 770",1,12.0,,0,0.0,,0,0.0,17699000,https://hacom.vn/pc-hp-m01-f2030d-i7-12700-8gb-ram-256gb-ssd-wl-bt-k-m-win-11-76t98pa," i7-12700 (lên đến 4.9 GHz với Intel Turbo Boost Technology, 25 MB L3 cache, 12 cores, 20 threads)"
,0.0,0.0,Bộ nhớ GPU 4GB GDDR6,1,36.0,,0,0.0,,0,0.0,Bộ nhớ GPU 4GB GDDR6,1,36.0,,0,0.0,,0,0.0,3959000,https://hacom.vn/card-man-hinh-nvidia-t400-4gb-90skc000-m70an0-asus-server-accessory,
,0.0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2559000,https://hacom.vn/hdd-wd-gold-1tb35sata-3128mb-cache7200rpm-wd1005fbyz,
Bộ VXL : Intel Core i7 13700,1.0,36.0,Bộ nhớ Ram : 16GB DRR4,1,36.0,Bo mạch chủ : B760,1,36.0,Ổ cứng : 500GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,16399000,https://hacom.vn/pc-hacom-business-i7137-16s5-v2-i7-13700-b760-16gb-ram-500gb, i7 13700
Mã CPU Core I7-1255U,1.0,12.0,Chipset Integrated in the processor ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Khe cắm RAM 2 ['Ổ CỨNG'],1,12.0,Card đồ họa VGA onboard,1,12.0,,0,0.0,,0,0.0,19999000,https://hacom.vn/pc-hp-all-in-one-proone-240-g9-i7-1255u-8gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-win-11-6m3v4pa, I7-1255U
"CPU Hỗ trợ
 
Bộ xử lý AMD® Ryzen™ Threadripper™ Pro Processors",1.0,36.0,"Bộ nhớ RAM
 
8 x DIMM
Hỗ trợ tối đa lên tới 2048GB
DDR4 3200/3000/2933/2800/2666/2400/2133
Hỗ trợ ECC và non-ECC, Buffered và Un-buffered, U-DIMM, R-DIMM và 3DS R-DIMM
Kiến trúc 8 kênh bộ nhớ",1,36.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,26159000,https://hacom.vn/mainboard-asus-pro-ws-wrx80e-sage-se-wifi,"CPU Hỗ trợ
 
Bộ xử lý AMD® Ryzen™ Threadripper™ Pro Processors"
"Bộ vi xử lý
 
Intel Core i7 13700 – thế hệ 13 mới nhất",1.0,12.0,"Bộ nhớ trong
 
8GB DDR4 3200Mhz (1*8GB)",1,12.0,,0,0.0,"Ổ cứng
 
512GB PCIe NVMe SSD",1,12.0,,0,0.0,,0,0.0,,0,0.0,20199000,https://hacom.vn/pc-dell-vostro-3020-i7-13700-8gb-ram-512gb-ssd-wl-bt-k-m-win11-mti72062w1-8g-512g, i7 13700 – thế hệ 13 mới nhất
Dòng CPU Core i5,1.0,12.0,Chipset Intel H470 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,13499000,https://hacom.vn/pc-hp-pro-280-g9-tower-i5-12500-8gb-ram-512gb-ssd-wl-bt-k-m-win11-72g57pa, i5
CPU Intel® Core™ i5-11400,1.0,24.0,RAM 16GB DDR4 3200Mhz SODIMM (8GB*2),1,24.0,,0,0.0,Ổ cứng 512GB PCIe® NVMe™,1,24.0,,0,0.0,,0,0.0,,0,0.0,27499000,https://hacom.vn/pc-msi-creator-p50-11si-058xvn,™ i5-11400
"Bộ vi xử lý
 
Intel Core i3 13100",1.0,12.0,"Bộ nhớ trong
 
8GB DDR4 3200Mhz (1*8GB)",1,12.0,,0,0.0,"Ổ cứng
 
512GB PCIe NVMe SSD",1,12.0,,0,0.0,,0,0.0,,0,0.0,10999000,https://hacom.vn/pc-dell-vostro-3020t-i3-13100-8gb-ram-512gb-ssd-wl-bt-k-m-win11-71031596, i3 13100
CPU Intel Core i5-12400F,1.0,36.0,Ram Adata XPG Spectrix D41 RGB Grey 8GB (1x8GB) DDR4 3200Mhz,1,60.0,Mainboard Asus PRIME B660M-A D4,1,36.0,SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s),1,36.0,Card màn hình Gigabyte GTX 1660 Super OC - 6GD,1,36.0,Case VITRA CERES V305-G 3FRGB BLACK (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,Case VITRA CERES V305-G 3FRGB BLACK (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,14899000,https://hacom.vn/pc-gaming-hacom-shark-s36-i5-12400f-b660-8gb-ram-250gb-ssd-gtx-1660s-550w, i5-12400F
CPU Intel Core i5-12400F,1.0,36.0,Ram Desktop Adata XPG Spectrix D50 RGB Grey (AX4U32008G16A-ST50) 8GB (1x8GB) DDR4 3200Mhz,1,60.0,Mainboard ASROCK B660M PRO RS,1,36.0,Ổ cứng SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s) - (SNV2S/250G),1,36.0,Card màn hình Asus TUF GTX 1660 Super O6G Gaming,1,36.0,Vỏ case KENOO ESPORT M500 - 3F (M-ATX/Màu Đen/Kèm 3 fan RGB),1,,Vỏ case KENOO ESPORT M500 - 3F (M-ATX/Màu Đen/Kèm 3 fan RGB),1,,15199000,https://hacom.vn/hacom-sniper-i5-12400f-gtx-1660-super, i5-12400F
"CPU hỗ trợ
 
Intel® Xeon® Scalable (1 socket P LGA 3647)",1.0,36.0,"Bộ nhớ trong
 
12(6 – channel per CPU, 12 DIMM per CPU)
Tối đa 384GB RDIMM, 768GB LRDIMM, và 1536GB LR-DIMM 3DS
DDR4 2666/2400 RDIMM / LRDIMM / LR-DIMM 3DS",1,36.0,,0,0.0,,0,0.0,"Chuẩn lưu trữ
 
SATA Controller :
Intel® C622
 
13 x SATA3 6Gb/s ports (12 by 3 mini-SAS Connector)
Intel® Rapid Storage Technology Enterprise(RSTe) (For Linux/Windows)
(Support Software RAID 0, 1, 5, 10 )
Intel® VROC (for Windows only; Support software RAID 0, 1, 10 & 5)
 
SAS Controller :
ASUS PIKE II 3008-8i 8-port SAS 12G RAID card
ASUS PIKE II 3108-8i 8-port SAS 12G HW RAID card",1,36.0,,0,0.0,,0,0.0,14349000,https://hacom.vn/mainboard-asus-z11pa-u1210g-2s,"CPU hỗ trợ
 
Intel® Xeon® Scalable (1 socket P LGA 3647)"
CPU: Intel Core i3-12100,1.0,24.0,Ram: 8GB,1,24.0,,0,0.0,Ổ cứng: 256GB SSD,1,24.0,,0,0.0,,0,0.0,,0,0.0,9999000,https://hacom.vn/pc-asus-s500sd-312100037w-i3-12100-8gb-ram-256gb-ssd-wl-bt-k-m-win-11, i3-12100
"Bộ vi xử lý
 
Intel® Core™ i3-13100, 4C (4P + 0E) / 8T, P-core 3.4 / 4.5GHz, 12MB",1.0,12.0,"Bộ nhớ trong
 
1x 4GB UDIMM DDR4-3200, Two DDR4 UDIMM slots, dual-channel capable, Up to 64GB DDR4-3200",1,12.0,,0,0.0,"Chuẩn ổ cứng
 
256GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0
Up to two drives, 1x 3.5"" HDD + 1x M.2 SSD • 3.5"" HDD up to 2TB • M.2 SSD up to 1TB",1,12.0,"iGPU
 
Intel® Wi-Fi® 6 AX201, 11ax 2x2 + BT5.1",1,12.0,,0,0.0,,0,0.0,8999000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50s-gen-4-i3-13100-4gb-ram-256gb-ssd-wl-bt-k-m-no-os-12jh0003va,"™ i3-13100, 4C (4P + 0E) / 8T, P-core 3.4 / 4.5GHz, 12MB"
"Bộ vi xử lý
 
 Intel Core i3-12100 (3.3GHz turbo up to 4.3GHz, 4 nhân 8 luồng, 12MB Cache, 58W",1.0,12.0,"Bộ nhớ trong
 
1x 4GB UDIMM DDR4-3200, Two DDR4 UDIMM slots, dual-channel capable, Up to 64GB DDR4-3200",1,12.0,,0,0.0,"Chuẩn ổ cứng
 
256GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0
Up to two drives, 1x 3.5"" HDD + 1x M.2 SSD • 3.5"" HDD up to 2TB • M.2 SSD up to 1TB",1,12.0,"iGPU
 
Intel® UHD Graphics 730",1,12.0,,0,0.0,,0,0.0,7999000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50s-gen-3-i3-12100-4gb-ram-256gb-ssd-wl-bt-k-m-no-os-11t0s0bn00," i3-12100 (3.3GHz turbo up to 4.3GHz, 4 nhân 8 luồng, 12MB Cache, 58W"
CPU: Core i5-1035G1,1.0,12.0,RAM: 8GB,1,12.0,,0,0.0,Ổ cứng: 128GB SSD + 1TB HDD,1,12.0,,0,0.0,,0,0.0,,0,0.0,17699000,https://hacom.vn/pc-acer-as-all-in-one-c22-963-i5-1035g1-8gb-ram-1tb-hdd-128gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-10-dq.bepsv.001, i5-1035G1
Dòng CPU Core i3,1.0,12.0,Chipset   ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Dung lượng RAM 8GB ['Ổ CỨNG'],1,12.0,Card tích hợp VGA onboard,1,12.0,,0,0.0,,0,0.0,13999000,https://hacom.vn/pc-hp-all-in-one-22-dd2012d-i3-1215u-8gb-ram-256gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-6k7g5pa, i3
CPU hỗ trợ Socket LGA4677 dành cho các dòng sản phẩm vi xử lý Intel Xeon® W-3400 và W-2400,1.0,36.0,"Ram hỗ trợ 8 khe cắm ram, tối đa 2048GB, DDR5 6800(OC)/6600(OC)/6400(OC)/6200(OC)/6000(OC)/5800(OC)/5600(OC)/5400(OC)/5200(OC)/5000(OC)/4800 ECC Registered",1,36.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,34679000,https://hacom.vn/mainboard-asus-pro-ws-w790e-sage-se,CPU hỗ trợ Socket LGA4677 dành cho các dòng sản phẩm vi xử lý Intel Xeon® W-3400 và W-2400
Được trang bị bộ vi xử lý Intel Xeon E-2300-series có hỗ trợ TDP lên tới 95 W,1.0,36.0,Tối đa 2 khe cắm PCIe® 4.0 và 1 khe cắm độc quyền PCIe® 3.0 để tăng băng thông cao hơn,1,36.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,43899000,https://hacom.vn/server-asus-rs300-e11-2336028z-e-2336-6c-16gd4-2tb-7200-c242-2-x-intel-lan-i210-at-350w-nos-den-90sf01y1-m007a0,Được trang bị bộ vi xử lý Intel Xeon E-2300-series có hỗ trợ TDP lên tới 95 W
"Bộ vi xử lý
 
Apple M2 8-core CPU with 4 performance cores and 4 efficiency cores; 10-core GPU",1.0,12.0,,0,0.0,,0,0.0,"Ổ cứng
 
256GB SSD",1,12.0,"Bộ vi xử lý
 
Apple M2 8-core CPU with 4 performance cores and 4 efficiency cores; 10-core GPU",1,12.0,,0,0.0,,0,0.0,14999000,https://hacom.vn/apple-mac-mini-mmfj3sa-a-apple-m2-8c-cpu-10c-gpu-8g-ram-256gb-ssd-mac-os-bac,"Bộ vi xử lý
 
Apple M2 8-core CPU with 4 performance cores and 4 efficiency cores; 10-core GPU"
Dòng CPU Core i3,1.0,12.0,Chipset Intel Q670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,10499000,https://hacom.vn/pc-hp-prodesk-400-g9-mt-i3-12100-4gb-ram-256gssd-wl-bt-k-m-win-11-72k96pa, i3
,0.0,0.0,Bộ nhớ 48GB GDDR6 với ECC,1,36.0,,0,0.0,,0,0.0,Card màn hình đồ họa chuyên nghiệp Nvidia RTX A6000,1,36.0,,0,0.0,,0,0.0,136869000,https://hacom.vn/card-man-hinh-nvidia-rtx-a6000-48gb-gddr6-384-bit-4x-displayport-1x8-pin,
Dòng CPU Core i3-N300,1.0,12.0,Chipset Integrated in the processor ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Khe cắm RAM 2 ['Ổ CỨNG'],1,12.0,Card đồ họa VGA onboard,1,12.0,,0,0.0,,0,0.0,12549000,https://hacom.vn/pc-hp-all-in-one-proone-240-g10-9h0a8pt-i3-n300-8gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-win11, i3-N300
CPU: Intel Xeon E-2234,1.0,36.0,RAM: 8GB,1,36.0,,0,0.0,HDD: 1TB,1,36.0,,0,0.0,,0,0.0,,0,0.0,49799000,https://hacom.vn/server-dell-poweredge-t340-xeon-e-2234-16gb-ram-1tb-hdd-dvdrw-perc-h330-idrac9-basic-495w-70213285,CPU: Intel Xeon E-2234
Bộ VXL : Intel Pentium G6405,1.0,36.0,Bộ nhớ Ram : 8GB DRR4,1,36.0,Bo mạch chủ : H510,1,36.0,Ổ cứng : 256GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,5699000,https://hacom.vn/pc-hacom-business-mini-h23-v2-g6405-h510-8gb-ram-256gb,Bộ VXL : Intel Pentium G6405
"Bộ vi xử lý
 
Intel® Core™ i3-13100 (3.4Ghz up to 4.5Ghz/12MB cache)",1.0,36.0,"Bộ nhớ trong
 
4GB DDR4 3200Mhz (1*4GB)",1,36.0,,0,0.0,"Ổ cứng
 
256GB PCIe NVMe SSD (1 x  M.2 2230 slot for WiFi & Bluetooth Card ; 1 x M.2 2230/2280 slot for SSD;2 x  SATA 3.0 slot for 3.5”/2.5”)",1,36.0,"Ổ cứng
 
256GB PCIe NVMe SSD (1 x  M.2 2230 slot for WiFi & Bluetooth Card ; 1 x M.2 2230/2280 slot for SSD;2 x  SATA 3.0 slot for 3.5”/2.5”)",1,36.0,,0,0.0,,0,0.0,11299000,https://hacom.vn/pc-dell-optiplex-7010-sff-i3-13100-4gb-ram-256gb-ssd-k-m-ubuntu-den-71016919,™ i3-13100 (3.4Ghz up to 4.5Ghz/12MB cache)
CPU: Intel Core i9-12900,1.0,36.0,Ram: 2x 8GB,1,36.0,,0,0.0,Ổ cứng: 1TB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,46999000,https://hacom.vn/workstation-dell-precision-3660-tower-i9-12900-16gb-2x8gb-ram-1tb-ssd-dvdrw-t400-4gb-k-m-42pt3660d14, i9-12900
"CPU
 
Intel Pentium G6400",1.0,12.0,"RAM
 
1 x 4GB DDR4",1,12.0,,0,0.0,"Ổ cứng
 
1TB HDD",1,12.0,"Cổng giao tiếp
 
1 x USB Type C , 5 x USB 3.0 , 2 x USB 2.0 , 4 x 3.5 mm , LAN 1 Gb/s
1 x SD card slot",1,12.0,,0,0.0,,0,0.0,9089000,https://hacom.vn/pc-acer-as-xc-895-pentium-g6400-4gb-ram-1tb-hdd-dvdrw-wl-bt-k-m-win-10-dt.bewsv.001,"CPU
 
Intel Pentium G6400"
"Bộ xử lý Intel Core i7-12700 (Bộ nhớ đệm 25M, lên đến 4,90 GHz)",1.0,12.0,RAM 8 GB DDR4-3200 MHz,1,12.0,,0,0.0,ổ cứng 512 GB PCIe NVMe M.2,1,12.0,"Card màn hình
 Intel UHD Graphics 770",1,12.0,,0,0.0,,0,0.0,17799000,https://hacom.vn/pc-hp-280-pro-tower-g9-i7-12700-8gb-ram-256gb-ssd-wl-bt-k-m-win11-9e816pt," i7-12700 (Bộ nhớ đệm 25M, lên đến 4,90 GHz)"
CPU: Intel Core i5-12400,1.0,12.0,RAM: 8GB,1,12.0,,0,0.0,Ổ Cứng: 512GB SSD,1,12.0,,0,0.0,,0,0.0,,0,0.0,14510000,https://hacom.vn/pc-acer-veriton-x2690g-i5-12400-8gb-512g-ssd-wl-k-m-black-dos, i5-12400
"Bộ vi xử lý
 Intel Core i7-1360P Processor (18M Cache | up to 5.00 GHz)",1.0,36.0,"Các loại bộ nhớ
 
DDR4-3200 1.2V SODIMMs",1,36.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,20499000,https://hacom.vn/bo-mini-pc-asus-intel-nuc13-prodesk-nuc13vyki7-i7-1360p-2xddr4-3200-2xnvme-sata-2x-hdmi-2.1-2x-dp-1.4a-90ab3vyk-mr8160, i7-1360P Processor (18M Cache | up to 5.00 GHz)
CPU Intel Core i5-10400F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB/8) 8GB (1x8GB) DDR4 3200Mhz,1,36.0,Mainboard MSI B560M PRO-E,1,36.0,"Ổ cứng SSD Kingston A400 240GB SATA3 2.5 inch (Đọc 500MB/s, Ghi 450MB/s) - SA400S37/240G",1,36.0,Card màn hình Gigabyte GTX 1650 D6 WINDFORCE OC 4GB,1,36.0,Vỏ Case VSP KB09 Đen (ATX/Mid Tower/Màu Đen),1,,,0,0.0,10499000,https://hacom.vn/pc-hacom-designer-d137-i5-10400f-b560-8gb-ram-240gb-ssd-gtx-1650-550w, i5-10400F
Bộ VXL : Intel Pentium G6405,1.0,36.0,Bộ nhớ Ram : 8GB DRR4,1,36.0,Bo mạch chủ : H510,1,36.0,Ổ cứng : 128GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,5399000,https://hacom.vn/pc-hacom-business-mini-h22-v2-g6405-h510-8gb-ram-128gb,Bộ VXL : Intel Pentium G6405
CPU Intel Core i9-14900K,1.0,36.0,Mainboard   Gigabyte Z790 AORUS PRO X DDR5,1,36.0,Mainboard   Gigabyte Z790 AORUS PRO X DDR5,1,36.0,"Ổ cứng SSD Kingston KC3000 1024GB NVMe M2 2280 PCIe Gen 4 x 4 (Đọc 7000MB/s, Ghi 6000MB/s)-(SKC3000S/1024G)",1,60.0,Card màn hình Asus ROG STRIX-RTX 4090-O24G-GAMING WHITE,1,36.0,VỎ CASE LIAN LI O11D VISION WHITE (EATX/FULL TOWER/MÀU TRẮNG),1,12.0,Tản nhiệt nước Custom Freezemod Rainbow RGB P3 V3 Kit White ( AMD AM4 - Intel LGA 115X / 1200 / 1700 / 20XX - không kèm quạt),1,6.0,119999000,https://hacom.vn/hacom-poseidon-limited-edition-i9-14900k-rtx-4090, i9-14900K
Dòng CPU Core i5,1.0,12.0,Chipset Intel Q670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng nhỏ,1,12.0,,0,0.0,14699000,https://hacom.vn/pc-hp-pro-400-g9-sff-i5-12500-8gb-ram-512gb-ssd-wl-bt-k-m-win11-72l11pa, i5
CPU Intel Core i7-14700K,1.0,36.0,Ram Desktop Kingston Fury Beast RGB (KF552C40BBAK2-32) 32GB (2x16GB) - DDR5 5200MHz,1,36.0,Mainboard Gigabyte Z790M AORUS ELITE,1,36.0,"Ổ cứng SSD Kingston KC3000 1024GB NVMe M.2 2280 PCIe Gen 4 x 4 (Đọc 7000MB/s, Ghi 6000MB/s)-(SKC3000S/1024G)",1,60.0,Card màn hình Gigabyte RTX 4070 Ti AORUS ELITE 12GB,1,36.0,Case Thermaltake Tower 300 - Black (mATX/Mid Tower/Màu Đen/3 Fan),1,12.0,Tản nhiệt nước Thermaltake TH360 v2 Ultra black,1,24.0,62599000,https://hacom.vn/hacom-x-thermaltake-apollo-i11-i7-14700k-z790-32g-ram-rtx-4070-ti-1050w, i7-14700K
"Bộ vi xử lý
 
Intel® Core™ i5-13400, 10C (6P + 4E) / 16T, P-core 2.5 / 4.6GHz, E-core 1.8 / 3.3GHz, 20MB",1.0,12.0,"Bộ nhớ trong
 
1x 8GB UDIMM DDR4-3200, Two DDR4 UDIMM slots, dual-channel capable, Up to 64GB DDR4-3200",1,12.0,,0,0.0,"Chuẩn ổ cứng
 
512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0
Up to two drives, 1x 3.5"" HDD + 1x M.2 SSD • 3.5"" HDD up to 2TB • M.2 SSD up to 1TB",1,12.0,"iGPU
 
Intel® UHD Graphics 730",1,12.0,,0,0.0,,0,0.0,12199000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50s-gen-4-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-no-os-12jh0006va,"™ i5-13400, 10C (6P + 4E) / 16T, P-core 2.5 / 4.6GHz, E-core 1.8 / 3.3GHz, 20MB"
CPU: Intel Xeon Silver 4210,1.0,36.0,RAM: 16GB,1,36.0,,0,0.0,HDD: 60GB,1,36.0,,0,0.0,,0,0.0,,0,0.0,68379000,https://hacom.vn/server-dell-poweredge-t440-xeon-silver-4210-16gb-ram-600gb-hdd-nlsas-2.5in-dvdrw-perc-h330-idrac9-basic-495w-70213287,CPU: Intel Xeon Silver 4210
